16:15:56.647538 IP 10.12.254.254 > 224.0.0.13: PIMv2, Hello, length 30
16:15:57.739539 IP 10.12.4.13.57621 > 10.12.255.255.57621: UDP, length 44
16:15:58.561593 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.171, length 46
16:16:00.017133 IP 10.12.100.171.40950 > 10.12.19.23.49156: Flags [S], seq 1229386187, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017168 IP 10.12.100.171.60466 > 10.12.19.23.5910: Flags [S], seq 2405823395, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017209 IP 10.12.100.171.37030 > 10.12.19.23.3006: Flags [S], seq 472833949, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017212 IP 10.12.100.171.34445 > 10.12.19.23.3546: Flags [S], seq 4040832224, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017253 IP 10.12.100.171.49074 > 10.12.19.23.32770: Flags [S], seq 3466026406, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017256 IP 10.12.100.171.47939 > 10.12.19.23.912: Flags [S], seq 3410460986, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017296 IP 10.12.100.171.35396 > 10.12.19.23.1022: Flags [S], seq 2428122871, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017299 IP 10.12.100.171.33635 > 10.12.19.23.8085: Flags [S], seq 2188058532, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017332 IP 10.12.100.171.56011 > 10.12.19.23.1082: Flags [S], seq 1548492262, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017371 IP 10.12.100.171.33743 > 10.12.19.23.1046: Flags [S], seq 1081094301, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017377 IP 10.12.100.171.36225 > 10.12.19.23.1141: Flags [S], seq 538271652, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017415 IP 10.12.100.171.43398 > 10.12.19.23.3260: Flags [S], seq 1920948676, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017418 IP 10.12.100.171.36597 > 10.12.19.23.2393: Flags [S], seq 2821477244, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017461 IP 10.12.100.171.54525 > 10.12.19.23.15004: Flags [S], seq 42432571, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017501 IP 10.12.100.171.59083 > 10.12.19.23.6580: Flags [S], seq 440476162, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017505 IP 10.12.100.171.60137 > 10.12.19.23.2718: Flags [S], seq 3162376065, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017544 IP 10.12.100.171.54053 > 10.12.19.23.5033: Flags [S], seq 1623480444, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017547 IP 10.12.100.171.46813 > 10.12.19.23.843: Flags [S], seq 809935583, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
